"lat","long","year","doy","temp","date","month","status","label","identifier"
49.256067,-123.250025,2011,142,12.085,2011-05-22,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,143,11.455,2011-05-23,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,144,12.07,2011-05-24,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,145,11.725,2011-05-25,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,146,10.905,2011-05-26,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,147,11.005,2011-05-27,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,148,11.555,2011-05-28,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,149,12.825,2011-05-29,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,150,12.675,2011-05-30,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,151,12.8,2011-05-31,5,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,152,12.84,2011-06-01,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,153,11.305,2011-06-02,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,154,13.25,2011-06-03,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,155,14.565,2011-06-04,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,156,15.495,2011-06-05,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,157,16.23,2011-06-06,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,158,14.28,2011-06-07,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,159,13.65,2011-06-08,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,160,14.115,2011-06-09,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,161,14.1,2011-06-10,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,162,14.31,2011-06-11,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,163,14.245,2011-06-12,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,164,14.715,2011-06-13,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,165,13.495,2011-06-14,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,166,13.28,2011-06-15,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,167,13.1,2011-06-16,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,168,14.535,2011-06-17,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,169,14.045,2011-06-18,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,170,13.46,2011-06-19,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,171,15.175,2011-06-20,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,172,17.15,2011-06-21,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,173,16.34,2011-06-22,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,174,14.795,2011-06-23,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,175,13.74,2011-06-24,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,176,13.825,2011-06-25,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,177,14.635,2011-06-26,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,178,16.55,2011-06-27,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,179,17.4,2011-06-28,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,180,15.975,2011-06-29,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,181,14.57,2011-06-30,6,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,182,14.365,2011-07-01,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,183,16.285,2011-07-02,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,184,16.845,2011-07-03,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,185,16.185,2011-07-04,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,186,17.355,2011-07-05,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,187,18.745,2011-07-06,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,188,16.275,2011-07-07,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,189,14.685,2011-07-08,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,190,14.78,2011-07-09,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,191,16.05,2011-07-10,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,192,16.355,2011-07-11,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,193,16.79,2011-07-12,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,194,15.3,2011-07-13,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,195,15.045,2011-07-14,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,196,16.485,2011-07-15,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,197,15.755,2011-07-16,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,198,15.86,2011-07-17,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,199,16.9,2011-07-18,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,200,16.5,2011-07-19,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,201,16.355,2011-07-20,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,202,15.67,2011-07-21,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,203,14.79,2011-07-22,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,204,15.39,2011-07-23,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,205,18.75,2011-07-24,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,206,17.835,2011-07-25,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,207,16.005,2011-07-26,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,208,16.85,2011-07-27,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,209,17.04,2011-07-28,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,210,18.39,2011-07-29,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,211,18.24,2011-07-30,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,212,17.785,2011-07-31,7,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,213,17.12,2011-08-01,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,214,18.505,2011-08-02,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,215,18.665,2011-08-03,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,216,19,2011-08-04,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,217,17.545,2011-08-05,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,218,18.105,2011-08-06,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,219,17.57,2011-08-07,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,220,17.055,2011-08-08,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,221,16.71,2011-08-09,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,222,16.24,2011-08-10,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,223,17.49,2011-08-11,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,224,17.655,2011-08-12,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,225,16.875,2011-08-13,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,226,17.065,2011-08-14,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,227,16.525,2011-08-15,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,228,16.54,2011-08-16,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,229,16.77,2011-08-17,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,230,16.86,2011-08-18,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,231,17.63,2011-08-19,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,232,19.37,2011-08-20,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,233,21.15,2011-08-21,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,234,17.73,2011-08-22,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,235,18.425,2011-08-23,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,236,18.175,2011-08-24,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,237,18.915,2011-08-25,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,238,18.885,2011-08-26,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,239,19.605,2011-08-27,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,240,19.17,2011-08-28,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,241,17.005,2011-08-29,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,242,16.84,2011-08-30,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,243,15.705,2011-08-31,8,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,244,14.675,2011-09-01,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,245,15.17,2011-09-02,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,246,16.69,2011-09-03,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,247,17.735,2011-09-04,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,248,18.21,2011-09-05,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,249,18.125,2011-09-06,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,250,18.885,2011-09-07,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,251,19.63,2011-09-08,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,252,19.24,2011-09-09,9,"garden","NA POPUTR McKown et al. 2013","garden1"
49.256067,-123.250025,2011,253,18.975,2011-09-10,9,"garden","NA POPUTR McKown et al. 2013","garden1"
