lat,long,year,doy,temp,date,month,identifier,label,status
44.9466,-91.3956,2011,28,-4.835,2011-01-28,1,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,29,-3.895,2011-01-29,1,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,30,-7.815,2011-01-30,1,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,31,-9.82,2011-01-31,1,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,32,-10.705,2011-02-01,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,33,-14.075,2011-02-02,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,34,-12.77,2011-02-03,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,35,-7.98,2011-02-04,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,36,-6.565,2011-02-05,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,37,-3.22,2011-02-06,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,38,-9.015,2011-02-07,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,39,-18.33,2011-02-08,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,40,-18.275,2011-02-09,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,41,-19.835,2011-02-10,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,42,-15.69,2011-02-11,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,43,-10.26,2011-02-12,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,44,-0.18,2011-02-13,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,45,0.79,2011-02-14,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,46,1.165,2011-02-15,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,47,3.21,2011-02-16,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,48,2.94,2011-02-17,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,49,-3.86,2011-02-18,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,50,-7.085,2011-02-19,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,51,-6.02,2011-02-20,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,52,-6.82,2011-02-21,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,53,-9.97,2011-02-22,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,54,-5.97,2011-02-23,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,55,-2.54,2011-02-24,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,56,-10.81,2011-02-25,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,57,-16.2,2011-02-26,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,58,-12.035,2011-02-27,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,59,-9.31,2011-02-28,2,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,60,-4.24,2011-03-01,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,61,-12.06,2011-03-02,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,62,-7.985,2011-03-03,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,63,-1.055,2011-03-04,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,64,-3.99,2011-03-05,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,65,-7.61,2011-03-06,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,66,-4.49,2011-03-07,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,67,0.22,2011-03-08,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,68,0.175,2011-03-09,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,69,-0.62,2011-03-10,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,70,-1.44,2011-03-11,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,71,-4.605,2011-03-12,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,72,-3.185,2011-03-13,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,73,-2.98,2011-03-14,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,74,-0.555,2011-03-15,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,75,3.055,2011-03-16,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,76,5.24,2011-03-17,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,77,2.5,2011-03-18,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,78,1.39,2011-03-19,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,79,1.49,2011-03-20,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,80,3.92,2011-03-21,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,81,1.58,2011-03-22,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,82,-3.36,2011-03-23,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,83,-7.675,2011-03-24,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,84,-7.3,2011-03-25,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,85,-7.14,2011-03-26,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,86,-7.205,2011-03-27,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,87,-6.415,2011-03-28,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,88,-4.45,2011-03-29,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,89,-2.69,2011-03-30,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,90,-0.09,2011-03-31,3,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,91,0.815,2011-04-01,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,92,3.995,2011-04-02,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,93,3.57,2011-04-03,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,94,4.07,2011-04-04,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,95,3.92,2011-04-05,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,96,6.815,2011-04-06,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,97,7.625,2011-04-07,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,98,8.785,2011-04-08,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,99,9.48,2011-04-09,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,100,16.74,2011-04-10,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,101,11.795,2011-04-11,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,102,10.385,2011-04-12,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,103,10.695,2011-04-13,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,104,4.57,2011-04-14,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,105,3.935,2011-04-15,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,106,1.79,2011-04-16,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,107,3.52,2011-04-17,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,108,3.615,2011-04-18,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,109,2.335,2011-04-19,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,110,2.495,2011-04-20,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,111,3.49,2011-04-21,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,112,3.53,2011-04-22,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,113,5.87,2011-04-23,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,114,8.35,2011-04-24,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,115,9.285,2011-04-25,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,116,5.815,2011-04-26,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,117,3.575,2011-04-27,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,118,4.17,2011-04-28,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,119,7.76,2011-04-29,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,120,7.745,2011-04-30,4,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,121,3.97,2011-05-01,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,122,2.195,2011-05-02,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,123,6.445,2011-05-03,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,124,7.81,2011-05-04,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,125,8.605,2011-05-05,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,126,11.16,2011-05-06,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,127,13.66,2011-05-07,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,128,13.31,2011-05-08,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,129,12.24,2011-05-09,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,130,17.69,2011-05-10,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,131,18.225,2011-05-11,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,132,18.445,2011-05-12,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,133,11.1,2011-05-13,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,134,8.285,2011-05-14,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,135,11.665,2011-05-15,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,136,10.41,2011-05-16,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,137,11.295,2011-05-17,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,138,11.32,2011-05-18,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,139,15.11,2011-05-19,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,140,17.985,2011-05-20,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,141,17.37,2011-05-21,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,142,18.83,2011-05-22,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,143,18.66,2011-05-23,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,144,16.065,2011-05-24,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,145,13.09,2011-05-25,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,146,10.96,2011-05-26,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,147,10.795,2011-05-27,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,148,14.925,2011-05-28,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,149,15.36,2011-05-29,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,150,21.72,2011-05-30,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,151,20.68,2011-05-31,5,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,152,17.605,2011-06-01,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,153,16.335,2011-06-02,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,154,22.075,2011-06-03,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,155,22.95,2011-06-04,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,156,21.065,2011-06-05,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,157,23.775,2011-06-06,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,158,26.425,2011-06-07,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,159,23.54,2011-06-08,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,160,14.325,2011-06-09,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,161,11.815,2011-06-10,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,162,13.5,2011-06-11,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,163,12.42,2011-06-12,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,164,15.55,2011-06-13,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,165,18.525,2011-06-14,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,166,14.79,2011-06-15,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,167,17.465,2011-06-16,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,168,20.315,2011-06-17,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,169,20.385,2011-06-18,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,170,20.975,2011-06-19,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,171,19.1,2011-06-20,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,172,19.295,2011-06-21,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,173,19.445,2011-06-22,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,174,13.09,2011-06-23,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,175,17.99,2011-06-24,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,176,17.345,2011-06-25,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,177,19.64,2011-06-26,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,178,21.38,2011-06-27,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,179,19.1,2011-06-28,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,180,19.1,2011-06-29,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,181,24.445,2011-06-30,6,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,182,27.875,2011-07-01,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,183,23.32,2011-07-02,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,184,21.15,2011-07-03,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,185,22.635,2011-07-04,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,186,23.54,2011-07-05,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,187,22.62,2011-07-06,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,188,22.065,2011-07-07,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,189,23.53,2011-07-08,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,190,24.585,2011-07-09,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,191,26.08,2011-07-10,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,192,24.7,2011-07-11,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,193,20.705,2011-07-12,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,194,17.45,2011-07-13,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,195,18.515,2011-07-14,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,196,20.53,2011-07-15,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,197,23.57,2011-07-16,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,198,27.64,2011-07-17,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,199,28.955,2011-07-18,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,200,27.59,2011-07-19,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,201,28.26,2011-07-20,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,202,23.795,2011-07-21,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,203,24.055,2011-07-22,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,204,23.655,2011-07-23,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,205,21.85,2011-07-24,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,206,21.37,2011-07-25,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,207,21.035,2011-07-26,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,208,21.19,2011-07-27,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,209,23.73,2011-07-28,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,210,23.44,2011-07-29,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,211,23.71,2011-07-30,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,212,25.04,2011-07-31,7,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,213,23.88,2011-08-01,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,214,24.63,2011-08-02,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,215,23.41,2011-08-03,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,216,22.245,2011-08-04,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,217,22.555,2011-08-05,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,218,23.805,2011-08-06,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,219,22.295,2011-08-07,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,220,21.12,2011-08-08,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,221,18.885,2011-08-09,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,222,17.815,2011-08-10,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,223,20.14,2011-08-11,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,224,17.67,2011-08-12,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,225,20.615,2011-08-13,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,226,19.9,2011-08-14,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,227,20.12,2011-08-15,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,228,20.97,2011-08-16,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,229,21.08,2011-08-17,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,230,19.25,2011-08-18,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,231,21.505,2011-08-19,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,232,19.605,2011-08-20,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,233,18.545,2011-08-21,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,234,19.25,2011-08-22,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,235,21.345,2011-08-23,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,236,22.385,2011-08-24,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,237,20.45,2011-08-25,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,238,20.97,2011-08-26,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,239,19.13,2011-08-27,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,240,18.63,2011-08-28,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,241,18.545,2011-08-29,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,242,18.59,2011-08-30,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,243,20.12,2011-08-31,8,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,244,24.43,2011-09-01,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,245,23.045,2011-09-02,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,246,20.505,2011-09-03,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,247,14.35,2011-09-04,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,248,12.925,2011-09-05,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,249,13.385,2011-09-06,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,250,14.795,2011-09-07,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,251,17.78,2011-09-08,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,252,19.595,2011-09-09,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,253,20.775,2011-09-10,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,254,21.495,2011-09-11,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,255,21.825,2011-09-12,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,256,16.02,2011-09-13,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,257,9.285,2011-09-14,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,258,7,2011-09-15,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,259,8.62,2011-09-16,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,260,10.51,2011-09-17,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,261,11.315,2011-09-18,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,262,16.06,2011-09-19,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,263,13.95,2011-09-20,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,264,11.985,2011-09-21,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,265,7.92,2011-09-22,9,prov1,NA POPUBA Farmer 1993,provenance
44.9466,-91.3956,2011,266,10.11,2011-09-23,9,prov1,NA POPUBA Farmer 1993,provenance
